Date,BTC,ETH,DOGE,ADA,MATIC
2016-07-11,647.6589965820312,10.458999633789062,0.00026699999580159783,,
2016-07-12,664.551025390625,10.51609992980957,0.00026500000967644155,,
2016-07-13,654.468017578125,10.500499725341797,0.0002629999944474548,,
2016-07-14,658.0780029296875,11.513199806213379,0.00026199998683296144,,
2016-07-15,663.2550048828125,11.951600074768066,0.0002640000020619482,,
2016-07-16,660.7670288085938,11.652799606323242,0.00026199998683296144,,
2016-07-17,679.458984375,11.158699989318848,0.0002629999944474548,,
2016-07-18,673.1060180664062,11.03439998626709,0.0002519999979995191,,
2016-07-19,672.864013671875,11.619099617004395,0.00024500000290572643,,
2016-07-20,665.6849975585938,12.450599670410156,0.00024399999529123306,,
2016-07-21,665.0120239257812,12.650699615478516,0.00023700000019744039,,
2016-07-22,650.6190185546875,14.66189956665039,0.00023700000019744039,,
2016-07-23,655.5560302734375,14.299699783325195,0.00025099999038502574,,
2016-07-24,661.2849731445312,12.749500274658203,0.00024900000425986946,,
2016-07-25,654.0969848632812,13.836099624633789,0.00024500000290572643,,
2016-07-26,651.7839965820312,11.989500045776367,0.00023999999393709004,,
2016-07-27,654.3519897460938,12.972800254821777,0.00023700000019744039,,
2016-07-28,655.0349731445312,12.843600273132324,0.00023799999326001853,,
2016-07-29,656.9920043945312,12.794599533081055,0.00023799999326001853,,
2016-07-30,655.0469970703125,12.461000442504883,0.0002390000008745119,,
2016-07-31,624.6810302734375,11.875900268554688,0.0002300000051036477,,
2016-08-01,606.27197265625,10.94159984588623,0.0002229999954579398,,
2016-08-02,547.4650268554688,8.787280082702637,0.00020599999697878957,,
2016-08-03,566.35498046875,10.293899536132812,0.00021399999968707561,,
2016-08-04,578.2890014648438,11.042799949645996,0.00021499999274965376,,
2016-08-05,575.0430297851562,10.925399780273438,0.00021800000104121864,,
2016-08-06,587.7780151367188,10.881099700927734,0.00023099999816622585,,
2016-08-07,592.6900024414062,10.911600112915039,0.0002640000020619482,,
2016-08-08,591.0540161132812,11.245400428771973,0.00023700000019744039,,
2016-08-09,587.801025390625,12.24429988861084,0.00023700000019744039,,
2016-08-10,592.10302734375,12.143199920654297,0.0002390000008745119,,
2016-08-11,589.1199951171875,11.690899848937988,0.00023499999952036887,,
2016-08-12,587.5590209960938,11.778499603271484,0.0002390000008745119,,
2016-08-13,585.5880126953125,11.57129955291748,0.0002390000008745119,,
2016-08-14,570.4730224609375,11.19480037689209,0.00024500000290572643,,
2016-08-15,567.239990234375,11.218400001525879,0.00023799999326001853,,
2016-08-16,577.4390258789062,11.139699935913086,0.0002579999854788184,,
2016-08-17,573.2160034179688,10.752799987792969,0.0002469999890308827,,
2016-08-18,574.3179931640625,10.756099700927734,0.0002469999890308827,,
2016-08-19,575.6300048828125,10.748700141906738,0.00023299999884329736,,
2016-08-20,581.697021484375,11.247400283813477,0.00023799999326001853,,
2016-08-21,581.3079833984375,11.179200172424316,0.00023200000578071922,,
2016-08-22,586.7529907226562,11.12090015411377,0.00022899999748915434,,
2016-08-23,583.4149780273438,11.030599594116211,0.00022699999681208283,,
2016-08-24,580.1820068359375,11.03600025177002,0.00023099999816622585,,
2016-08-25,577.760986328125,11.357399940490723,0.00022899999748915434,,
2016-08-26,579.6510009765625,11.29539966583252,0.00023099999816622585,,
2016-08-27,569.947021484375,11.148200035095215,0.00022400000307243317,,
2016-08-28,573.9119873046875,10.929300308227539,0.00022899999748915434,,
2016-08-29,574.1069946289062,10.983799934387207,0.00022499999613501132,,
2016-08-30,577.5029907226562,11.228899955749512,0.00023299999884329736,,
2016-08-31,575.4719848632812,11.67240047454834,0.00023499999952036887,,
2016-09-01,572.302978515625,11.99489974975586,0.00023200000578071922,,
2016-09-02,575.5369873046875,12.11299991607666,0.00023499999952036887,,
2016-09-03,598.2119750976562,11.758700370788574,0.00023600000713486224,,
2016-09-04,608.6339721679688,11.679900169372559,0.00023499999952036887,,
2016-09-05,606.5900268554688,11.717000007629395,0.00023600000713486224,,
2016-09-06,610.4359741210938,11.68910026550293,0.0002410000015515834,,
2016-09-07,614.5440063476562,11.547900199890137,0.00024199999461416155,,
2016-09-08,626.3159790039062,11.34589958190918,0.0002280000044265762,,
2016-09-09,622.8610229492188,11.652799606323242,0.0002300000051036477,,
2016-09-10,623.5089721679688,12.168499946594238,0.00022699999681208283,,
2016-09-11,606.718994140625,11.638400077819824,0.00022600000374950469,,
2016-09-12,608.2429809570312,11.893699645996094,0.00022600000374950469,,
2016-09-13,609.2410278320312,11.918700218200684,0.00022499999613501132,,
2016-09-14,610.6840209960938,11.923199653625488,0.00022600000374950469,,
2016-09-15,607.155029296875,11.937000274658203,0.00023299999884329736,,
2016-09-16,606.9730224609375,12.555800437927246,0.0002500000118743628,,
2016-09-17,605.9840087890625,12.698599815368652,0.00023600000713486224,,
2016-09-18,609.8740234375,12.43120002746582,0.00023999999393709004,,
2016-09-19,609.2269897460938,13.189000129699707,0.00023600000713486224,,
2016-09-20,608.31201171875,14.430299758911133,0.00023200000578071922,,
2016-09-21,597.1489868164062,13.768500328063965,0.00023099999816622585,,
2016-09-22,596.2979736328125,13.247599601745605,0.0002280000044265762,,
2016-09-23,602.8419799804688,13.331299781799316,0.00022400000307243317,,
2016-09-24,602.625,12.877900123596191,0.00022600000374950469,,
2016-09-25,600.8259887695312,13.100899696350098,0.00022499999613501132,,
2016-09-26,608.0430297851562,12.823100090026855,0.00022899999748915434,,
2016-09-27,606.166015625,13.098299980163574,0.0002280000044265762,,
2016-09-28,604.72802734375,13.274800300598145,0.00022899999748915434,,
2016-09-29,605.6929931640625,13.073399543762207,0.00023099999816622585,,
2016-09-30,609.7349853515625,13.224800109863281,0.00023499999952036887,,
2016-10-01,613.9829711914062,13.172699928283691,0.00023299999884329736,,
2016-10-02,610.8920288085938,13.199700355529785,0.0002300000051036477,,
2016-10-03,612.1329956054688,13.452400207519531,0.00023400000645779073,,
2016-10-04,610.2039794921875,13.277000427246094,0.00022899999748915434,,
2016-10-05,612.510986328125,13.035699844360352,0.00023299999884329736,,
2016-10-06,613.02099609375,12.854299545288086,0.0002229999954579398,,
2016-10-07,617.1209716796875,12.667099952697754,0.0002280000044265762,,
2016-10-08,619.1079711914062,12.219099998474121,0.00022499999613501132,,
2016-10-09,616.7520141601562,12.05370044708252,0.0002280000044265762,,
2016-10-10,618.9940185546875,11.755499839782715,0.0002280000044265762,,
2016-10-11,641.072021484375,11.785699844360352,0.0002300000051036477,,
2016-10-12,636.1920166015625,11.933500289916992,0.00022499999613501132,,
2016-10-13,636.7860107421875,11.963000297546387,0.00022699999681208283,,
2016-10-14,640.3779907226562,11.938199996948242,0.00022699999681208283,,
2016-10-15,638.64599609375,11.983400344848633,0.00022400000307243317,,
2016-10-16,641.6309814453125,11.951600074768066,0.0002229999954579398,,
2016-10-17,639.1929931640625,12.005000114440918,0.0002209999947808683,,
2016-10-18,637.9600219726562,12.588500022888184,0.0002209999947808683,,
2016-10-19,630.52001953125,12.022600173950195,0.00021899999410379678,,
2016-10-20,630.8569946289062,12.098999977111816,0.0002209999947808683,,
2016-10-21,632.8280029296875,12.175399780273438,0.00021800000104121864,,
2016-10-22,657.2940063476562,12.071499824523926,0.0002229999954579398,,
2016-10-23,657.0709838867188,12.03600025177002,0.0002209999947808683,,
2016-10-24,653.760986328125,11.968999862670898,0.00021899999410379678,,
2016-10-25,657.5880126953125,11.413999557495117,0.00021899999410379678,,
2016-10-26,678.3040161132812,11.531999588012695,0.00021600000036414713,,
2016-10-27,688.31298828125,11.499699592590332,0.00021699999342672527,,
2016-10-28,689.6510009765625,11.085100173950195,0.00021600000036414713,,
2016-10-29,714.47900390625,10.444600105285645,0.0002229999954579398,,
2016-10-30,701.864013671875,11.18280029296875,0.0002229999954579398,,
2016-10-31,700.9719848632812,10.998200416564941,0.00022000000171829015,,
2016-11-01,729.7930297851562,10.76609992980957,0.0002209999947808683,,
2016-11-02,740.8289794921875,10.752599716186523,0.00022000000171829015,,
2016-11-03,688.7000122070312,10.800999641418457,0.00021699999342672527,,
2016-11-04,703.2349853515625,11.090700149536133,0.00021899999410379678,,
2016-11-05,703.4180297851562,11.0024995803833,0.00022200000239536166,,
2016-11-06,711.52197265625,10.873499870300293,0.0002209999947808683,,
2016-11-07,703.1309814453125,10.808799743652344,0.0002390000008745119,,
2016-11-08,709.8480224609375,10.833700180053711,0.00022899999748915434,,
2016-11-09,723.2730102539062,10.655500411987305,0.00022899999748915434,,
2016-11-10,715.5339965820312,10.524499893188477,0.0002280000044265762,,
2016-11-11,716.4110107421875,10.289899826049805,0.00022699999681208283,,
2016-11-12,705.0540161132812,9.877960205078125,0.00022000000171829015,,
2016-11-13,702.031005859375,10.101499557495117,0.00022499999613501132,,
2016-11-14,705.02099609375,9.966480255126953,0.0002229999954579398,,
2016-11-15,711.6190185546875,10.217499732971191,0.00022200000239536166,,
2016-11-16,744.197998046875,10.059100151062012,0.0002209999947808683,,
2016-11-17,740.9769897460938,9.991180419921875,0.00022400000307243317,,
2016-11-18,751.5850219726562,9.476160049438477,0.00021800000104121864,,
2016-11-19,751.6160278320312,9.662759780883789,0.00022000000171829015,,
2016-11-20,731.0260009765625,9.579279899597168,0.00021899999410379678,,
2016-11-21,739.2479858398438,9.620820045471191,0.00022200000239536166,,
2016-11-22,751.3469848632812,9.905719757080078,0.00022400000307243317,,
2016-11-23,744.593994140625,9.843620300292969,0.00021899999410379678,,
2016-11-24,740.2890014648438,9.231670379638672,0.00021800000104121864,,
2016-11-25,741.6489868164062,9.402050018310547,0.00022000000171829015,,
2016-11-26,735.3820190429688,9.328109741210938,0.00021899999410379678,,
2016-11-27,732.0349731445312,8.998470306396484,0.00021699999342672527,,
2016-11-28,735.81298828125,8.724820137023926,0.00021800000104121864,,
2016-11-29,735.60400390625,8.17411994934082,0.00021699999342672527,,
2016-11-30,745.6909790039062,8.587539672851562,0.00021399999968707561,,
2016-12-01,756.7739868164062,8.452500343322754,0.00021399999968707561,,
2016-12-02,777.9439697265625,7.759960174560547,0.00021600000036414713,,
2016-12-03,771.155029296875,7.921339988708496,0.00021699999342672527,,
2016-12-04,773.8720092773438,7.4436798095703125,0.00021699999342672527,,
2016-12-05,758.7000122070312,6.821660041809082,0.00021499999274965376,,
2016-12-06,764.2239990234375,7.868929862976074,0.0002119999990100041,,
2016-12-07,768.1320190429688,8.38148021697998,0.00021399999968707561,,
2016-12-08,770.8099975585938,8.230509757995605,0.00021499999274965376,,
2016-12-09,772.7940063476562,8.446009635925293,0.0002119999990100041,,
2016-12-10,774.6500244140625,8.125160217285156,0.00021499999274965376,,
2016-12-11,769.7310180664062,8.193619728088379,0.0002229999954579398,,
2016-12-12,780.0869750976562,8.522210121154785,0.00022200000239536166,,
2016-12-13,780.5560302734375,8.422849655151367,0.00021600000036414713,,
2016-12-14,781.4810180664062,8.265230178833008,0.00021699999342672527,,
2016-12-15,778.0880126953125,7.828470230102539,0.00021499999274965376,,
2016-12-16,784.906982421875,7.85821008682251,0.00021699999342672527,,
2016-12-17,790.8289794921875,7.876589775085449,0.00021899999410379678,,
