,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,MATIC-USD,MATIC-USD,MATIC-USD,MATIC-USD,MATIC-USD,MATIC-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,13.816100120544434,13.851099967956543,11.72719955444336,11.989500045776367,11.989500045776367,94428800,0.0002460000105202198,0.0002460000105202198,0.00023600000713486224,0.00023999999393709004,0.00023999999393709004,206520,654.2260131835938,656.2249755859375,645.8790283203125,651.7839965820312,651.7839965820312,225135008
2016-07-27,,,,,,,,,,,,,12.05049991607666,13.31190013885498,11.835700035095215,12.972800254821777,12.972800254821777,58278800,0.00023999999393709004,0.0002410000015515834,0.00023400000645779073,0.00023700000019744039,0.00023700000019744039,153832,651.6270141601562,657.4559936523438,648.447021484375,654.3519897460938,654.3519897460938,147460992
2016-07-28,,,,,,,,,,,,,12.979100227355957,12.988200187683105,12.49269962310791,12.843600273132324,12.843600273132324,24603900,0.00023499999952036887,0.00023999999393709004,0.00023299999884329736,0.00023799999326001853,0.00023799999326001853,84122,654.4920043945312,657.594970703125,654.4920043945312,655.0349731445312,655.0349731445312,86428400
2016-07-29,,,,,,,,,,,,,12.836400032043457,12.870599746704102,12.554200172424316,12.794599533081055,12.794599533081055,14082300,0.00023700000019744039,0.0002390000008745119,0.00023499999952036887,0.00023799999326001853,0.00023799999326001853,98147,655.1110229492188,657.7960205078125,654.7860107421875,656.9920043945312,656.9920043945312,60703500
2016-07-30,,,,,,,,,,,,,12.79740047454834,12.801300048828125,12.461000442504883,12.461000442504883,12.461000442504883,9047810,0.00023799999326001853,0.00023999999393709004,0.00023499999952036887,0.0002390000008745119,0.0002390000008745119,58987,657.0120239257812,658.2230224609375,654.208984375,655.0469970703125,655.0469970703125,38456100
2016-07-31,,,,,,,,,,,,,12.43970012664795,12.50979995727539,11.547200202941895,11.875900268554688,11.875900268554688,25441400,0.00023799999326001853,0.0002390000008745119,0.0002300000051036477,0.0002300000051036477,0.0002300000051036477,89187,655.0999755859375,655.2849731445312,624.364990234375,624.6810302734375,624.6810302734375,110818000
2016-08-01,,,,,,,,,,,,,11.894800186157227,12.013699531555176,10.94159984588623,10.94159984588623,10.94159984588623,23999500,0.0002300000051036477,0.00023299999884329736,0.0002229999954579398,0.0002229999954579398,0.0002229999954579398,130186,624.6019897460938,626.1190185546875,605.8839721679688,606.27197265625,606.27197265625,121887000
2016-08-02,,,,,,,,,,,,,10.94849967956543,11.137200355529785,8.200980186462402,8.787280082702637,8.787280082702637,88803296,0.0002229999954579398,0.0002280000044265762,0.00020300000323913991,0.00020599999697878957,0.00020599999697878957,225484,606.39697265625,612.8480224609375,531.333984375,547.4650268554688,547.4650268554688,330932992
2016-08-03,,,,,,,,,,,,,8.876799583435059,10.418000221252441,8.876799583435059,10.293899536132812,10.293899536132812,53979400,0.00020900000527035445,0.00021800000104121864,0.00020599999697878957,0.00021399999968707561,0.00021399999968707561,191331,548.656005859375,573.3599853515625,541.5469970703125,566.35498046875,566.35498046875,207982000
2016-08-04,,,,,,,,,,,,,10.310999870300293,11.291199684143066,10.156399726867676,11.042799949645996,11.042799949645996,38151400,0.00021300000662449747,0.00021699999342672527,0.00021100000594742596,0.00021499999274965376,0.00021499999274965376,143676,566.3289794921875,579.4959716796875,565.7769775390625,578.2890014648438,578.2890014648438,125292000
2016-08-05,,,,,,,,,,,,,11.019000053405762,11.176400184631348,10.763199806213379,10.925399780273438,10.925399780273438,15487900,0.00021499999274965376,0.00021899999410379678,0.0002119999990100041,0.00021800000104121864,0.00021800000104121864,123728,578.281005859375,578.281005859375,569.9819946289062,575.0430297851562,575.0430297851562,66127900
2016-08-06,,,,,,,,,,,,,10.91670036315918,10.937600135803223,10.285799980163574,10.881099700927734,10.881099700927734,16712600,0.00021800000104121864,0.00023400000645779073,0.00021600000036414713,0.00023099999816622585,0.00023099999816622585,278089,575.030029296875,588.39599609375,569.468994140625,587.7780151367188,587.7780151367188,80797296
2016-08-07,,,,,,,,,,,,,10.859199523925781,11.089599609375,10.779999732971191,10.911600112915039,10.911600112915039,16551000,0.00023099999816622585,0.0002770000137388706,0.00022499999613501132,0.0002640000020619482,0.0002640000020619482,1567680,587.77099609375,597.5130004882812,586.8159790039062,592.6900024414062,592.6900024414062,82398400
2016-08-08,,,,,,,,,,,,,10.91349983215332,11.328800201416016,10.859000205993652,11.245400428771973,11.245400428771973,14956700,0.0002589999930933118,0.0002589999930933118,0.00023299999884329736,0.00023700000019744039,0.00023700000019744039,600323,592.7360229492188,592.9940185546875,588.0469970703125,591.0540161132812,591.0540161132812,61194100
2016-08-09,,,,,,,,,,,,,11.2746000289917,12.45460033416748,11.199999809265137,12.24429988861084,12.24429988861084,36656600,0.00023299999884329736,0.0002410000015515834,0.00023099999816622585,0.00023700000019744039,0.00023700000019744039,302290,591.0380249023438,591.0910034179688,584.7930297851562,587.801025390625,587.801025390625,92228096
2016-08-10,,,,,,,,,,,,,12.2298002243042,12.457799911499023,11.982500076293945,12.143199920654297,12.143199920654297,28096300,0.00023999999393709004,0.00024900000425986946,0.00023499999952036887,0.0002390000008745119,0.0002390000008745119,263827,587.6480102539062,599.9840087890625,586.3709716796875,592.10302734375,592.10302734375,102905000
2016-08-11,,,,,,,,,,,,,12.138199806213379,12.27239990234375,11.63379955291748,11.690899848937988,11.690899848937988,17505000,0.00024199999461416155,0.00024300000222865492,0.00023499999952036887,0.00023499999952036887,0.00023499999952036887,190175,592.1240234375,597.5419921875,589.1199951171875,589.1199951171875,589.1199951171875,74514400
2016-08-12,,,,,,,,,,,,,11.688899993896484,12.041600227355957,11.635100364685059,11.778499603271484,11.778499603271484,13690100,0.00023799999326001853,0.00023999999393709004,0.00023400000645779073,0.0002390000008745119,0.0002390000008745119,136558,588.7979736328125,589.9099731445312,583.8109741210938,587.5590209960938,587.5590209960938,69218000
2016-08-13,,,,,,,,,,,,,11.770400047302246,11.791099548339844,11.511799812316895,11.57129955291748,11.57129955291748,7539490,0.00023999999393709004,0.0002410000015515834,0.00023700000019744039,0.0002390000008745119,0.0002390000008745119,98769,587.3569946289062,589.7739868164062,584.97900390625,585.5880126953125,585.5880126953125,43563000
2016-08-14,,,,,,,,,,,,,11.58329963684082,11.694600105285645,11.099100112915039,11.19480037689209,11.19480037689209,8680160,0.0002390000008745119,0.0002519999979995191,0.00023600000713486224,0.00024500000290572643,0.00024500000290572643,405881,585.5889892578125,585.666015625,564.781005859375,570.4730224609375,570.4730224609375,60851100
2016-08-15,,,,,,,,,,,,,11.201700210571289,11.310799598693848,11.000100135803223,11.218400001525879,11.218400001525879,7500840,0.0002479999966453761,0.0002500000118743628,0.00023499999952036887,0.00023799999326001853,0.00023799999326001853,355769,570.4940185546875,573.5800170898438,563.239990234375,567.239990234375,567.239990234375,57262300
2016-08-16,,,,,,,,,,,,,11.228699684143066,11.237299919128418,11.002799987792969,11.139699935913086,11.139699935913086,7051510,0.00024199999461416155,0.0002629999944474548,0.00023499999952036887,0.0002579999854788184,0.0002579999854788184,707776,567.2429809570312,581.7379760742188,566.7160034179688,577.4390258789062,577.4390258789062,58405200
2016-08-17,,,,,,,,,,,,,11.133199691772461,11.154800415039062,10.748600006103516,10.752799987792969,10.752799987792969,8833760,0.0002629999944474548,0.0002629999944474548,0.00024300000222865492,0.0002469999890308827,0.0002469999890308827,312708,577.760986328125,580.8939819335938,571.4299926757812,573.2160034179688,573.2160034179688,54443000
2016-08-18,,,,,,,,,,,,,10.7475004196167,11.009099960327148,10.744799613952637,10.756099700927734,10.756099700927734,6935800,0.0002469999890308827,0.0002519999979995191,0.0002410000015515834,0.0002469999890308827,0.0002469999890308827,170275,573.7069702148438,577.7919921875,573.4299926757812,574.3179931640625,574.3179931640625,59896600
2016-08-19,,,,,,,,,,,,,10.746299743652344,10.80109977722168,10.727899551391602,10.748700141906738,10.748700141906738,5390850,0.0002469999890308827,0.0002469999890308827,0.00023200000578071922,0.00023299999884329736,0.00023299999884329736,311444,574.3389892578125,578.2379760742188,574.1820068359375,575.6300048828125,575.6300048828125,50631600
2016-08-20,,,,,,,,,,,,,10.750100135803223,11.300700187683105,10.749099731445312,11.247400283813477,11.247400283813477,7443540,0.00023600000713486224,0.0002410000015515834,0.00023200000578071922,0.00023799999326001853,0.00023799999326001853,167039,576.083984375,582.8179931640625,575.4569702148438,581.697021484375,581.697021484375,45301400
2016-08-21,,,,,,,,,,,,,11.253299713134766,11.253800392150879,10.993900299072266,11.179200172424316,11.179200172424316,4355660,0.00023799999326001853,0.0002390000008745119,0.00023200000578071922,0.00023200000578071922,0.00023200000578071922,121065,581.9390258789062,584.1580200195312,580.218017578125,581.3079833984375,581.3079833984375,38299400
2016-08-22,,,,,,,,,,,,,11.185099601745605,11.340800285339355,11.074999809265137,11.12090015411377,11.12090015411377,6588920,0.00023499999952036887,0.00023799999326001853,0.00022200000239536166,0.00022899999748915434,0.00022899999748915434,375078,581.3109741210938,588.447998046875,580.593994140625,586.7529907226562,586.7529907226562,72844000
2016-08-23,,,,,,,,,,,,,11.13700008392334,11.229999542236328,10.89799976348877,11.030599594116211,11.030599594116211,6489380,0.00022899999748915434,0.00023400000645779073,0.00022200000239536166,0.00022699999681208283,0.00022699999681208283,331014,586.77099609375,589.4739990234375,581.6339721679688,583.4149780273438,583.4149780273438,85349200
2016-08-24,,,,,,,,,,,,,11.024299621582031,11.154600143432617,11.009499549865723,11.03600025177002,11.03600025177002,4423420,0.00022699999681208283,0.00023499999952036887,0.00022400000307243317,0.00023099999816622585,0.00023099999816622585,225706,583.4119873046875,583.5900268554688,579.85498046875,580.1820068359375,580.1820068359375,56328200
2016-08-25,,,,,,,,,,,,,11.031299591064453,11.385100364685059,11.016799926757812,11.357399940490723,11.357399940490723,8552380,0.00023099999816622585,0.00023499999952036887,0.00022499999613501132,0.00022899999748915434,0.00022899999748915434,151207,580.1799926757812,580.4509887695312,575.1669921875,577.760986328125,577.760986328125,136130000
2016-08-26,,,,,,,,,,,,,11.352399826049805,11.44540023803711,11.211299896240234,11.29539966583252,11.29539966583252,5857850,0.0002280000044265762,0.00023299999884329736,0.00022699999681208283,0.00023099999816622585,0.00023099999816622585,139823,577.7529907226562,580.6229858398438,576.8579711914062,579.6510009765625,579.6510009765625,48856800
2016-08-27,,,,,,,,,,,,,11.293999671936035,11.293999671936035,11.13949966430664,11.148200035095215,11.148200035095215,15108400,0.00023099999816622585,0.00023099999816622585,0.00022400000307243317,0.00022400000307243317,0.00022400000307243317,93230,579.4520263671875,579.844970703125,568.6300048828125,569.947021484375,569.947021484375,59698300
2016-08-28,,,,,,,,,,,,,11.147000312805176,11.147000312805176,10.920000076293945,10.929300308227539,10.929300308227539,5303040,0.00022600000374950469,0.0002300000051036477,0.00022000000171829015,0.00022899999748915434,0.00022899999748915434,240313,569.8300170898438,574.0380249023438,569.739990234375,573.9119873046875,573.9119873046875,86301600
2016-08-29,,,,,,,,,,,,,10.91510009765625,11.146200180053711,10.789799690246582,10.983799934387207,10.983799934387207,8130540,0.00022699999681208283,0.0002300000051036477,0.00022000000171829015,0.00022499999613501132,0.00022499999613501132,217469,574.0709838867188,576.2780151367188,573.4650268554688,574.1069946289062,574.1069946289062,110398000
2016-08-30,,,,,,,,,,,,,10.99209976196289,11.303600311279297,10.958800315856934,11.228899955749512,11.228899955749512,7221260,0.00022400000307243317,0.00023400000645779073,0.0002229999954579398,0.00023299999884329736,0.00023299999884329736,242014,574.114013671875,578.3569946289062,574.114013671875,577.5029907226562,577.5029907226562,70342400
2016-08-31,,,,,,,,,,,,,11.23859977722168,11.68019962310791,11.183899879455566,11.67240047454834,11.67240047454834,11073700,0.00023299999884329736,0.00023600000713486224,0.00023200000578071922,0.00023499999952036887,0.00023499999952036887,181570,577.5910034179688,577.8610229492188,573.6420288085938,575.4719848632812,575.4719848632812,75840896
2016-09-01,,,,,,,,,,,,,11.670499801635742,12.581500053405762,11.648500442504883,11.99489974975586,11.99489974975586,24051500,0.00023499999952036887,0.00023600000713486224,0.0002300000051036477,0.00023200000578071922,0.00023200000578071922,203953,575.5460205078125,576.3109741210938,571.8140258789062,572.302978515625,572.302978515625,76923400
2016-09-02,,,,,,,,,,,,,11.964200019836426,12.313300132751465,11.882399559020996,12.11299991607666,12.11299991607666,9368300,0.00023200000578071922,0.00023700000019744039,0.00023099999816622585,0.00023499999952036887,0.00023499999952036887,164747,572.4099731445312,575.6430053710938,570.8109741210938,575.5369873046875,575.5369873046875,79910800
2016-09-03,,,,,,,,,,,,,12.112899780273438,12.36359977722168,11.347200393676758,11.758700370788574,11.758700370788574,13358800,0.00023400000645779073,0.00023700000019744039,0.00023200000578071922,0.00023600000713486224,0.00023600000713486224,270431,575.5549926757812,599.5,574.0560302734375,598.2119750976562,598.2119750976562,159014000
2016-09-04,,,,,,,,,,,,,11.75409984588623,11.793600082397461,11.473899841308594,11.679900169372559,11.679900169372559,7220550,0.00023600000713486224,0.0002390000008745119,0.00023200000578071922,0.00023499999952036887,0.00023499999952036887,290452,598.5900268554688,611.8369750976562,596.8480224609375,608.6339721679688,608.6339721679688,97942896
2016-09-05,,,,,,,,,,,,,11.680500030517578,11.806599617004395,11.593999862670898,11.717000007629395,11.717000007629395,5724100,0.00023499999952036887,0.0002390000008745119,0.00023299999884329736,0.00023600000713486224,0.00023600000713486224,254656,608.989990234375,609.0549926757812,602.2420043945312,606.5900268554688,606.5900268554688,82446800
2016-09-06,,,,,,,,,,,,,11.7253999710083,11.728400230407715,11.472800254821777,11.68910026550293,11.68910026550293,6346330,0.00023799999326001853,0.00024199999461416155,0.00023499999952036887,0.0002410000015515834,0.0002410000015515834,199043,606.5059814453125,610.8300170898438,605.0910034179688,610.4359741210938,610.4359741210938,78529104
2016-09-07,,,,,,,,,,,,,11.694499969482422,11.726300239562988,11.515000343322754,11.547900199890137,11.547900199890137,6115050,0.0002410000015515834,0.0002460000105202198,0.00023799999326001853,0.00024199999461416155,0.00024199999461416155,213195,610.572998046875,614.5449829101562,608.5130004882812,614.5440063476562,614.5440063476562,75032400
2016-09-08,,,,,,,,,,,,,11.54580020904541,11.701399803161621,11.252400398254395,11.34589958190918,11.34589958190918,11535000,0.00024199999461416155,0.0002460000105202198,0.0002280000044265762,0.0002280000044265762,0.0002280000044265762,139759,614.635009765625,628.77001953125,613.843994140625,626.3159790039062,626.3159790039062,86713000
2016-09-09,,,,,,,,,,,,,11.412500381469727,11.680000305175781,11.386899948120117,11.652799606323242,11.652799606323242,6109200,0.00023099999816622585,0.00023299999884329736,0.00022600000374950469,0.0002300000051036477,0.0002300000051036477,102465,626.3519897460938,626.8300170898438,620.2630004882812,622.8610229492188,622.8610229492188,64550200
2016-09-10,,,,,,,,,,,,,11.662300109863281,12.215100288391113,11.543700218200684,12.168499946594238,12.168499946594238,7220300,0.0002300000051036477,0.00027099999715574086,0.00022699999681208283,0.00022699999681208283,0.00022699999681208283,98397,622.927001953125,625.094970703125,622.39501953125,623.5089721679688,623.5089721679688,45016800
2016-09-11,,,,,,,,,,,,,12.207900047302246,12.207900047302246,11.589699745178223,11.638400077819824,11.638400077819824,8791180,0.0002280000044265762,0.0002570000069681555,0.00022499999613501132,0.00022600000374950469,0.00022600000374950469,96144,623.4240112304688,628.8179931640625,600.5059814453125,606.718994140625,606.718994140625,73610800
2016-09-12,,,,,,,,,,,,,11.642999649047852,11.946999549865723,11.61359977722168,11.893699645996094,11.893699645996094,7478080,0.00022600000374950469,0.00022699999681208283,0.0002229999954579398,0.00022600000374950469,0.00022600000374950469,128679,607.0050048828125,608.458984375,605.4110107421875,608.2429809570312,608.2429809570312,72812304
2016-09-13,,,,,,,,,,,,,11.888699531555176,12.085599899291992,11.880800247192383,11.918700218200684,11.918700218200684,11704300,0.00022600000374950469,0.00022899999748915434,0.00022200000239536166,0.00022499999613501132,0.00022499999613501132,65947,608.0250244140625,611.1929931640625,606.9249877929688,609.2410278320312,609.2410278320312,86920600
2016-09-14,,,,,,,,,,,,,11.904600143432617,11.997200012207031,11.855899810791016,11.923199653625488,11.923199653625488,5694820,0.0002280000044265762,0.00022899999748915434,0.0002229999954579398,0.00022600000374950469,0.00022600000374950469,141810,608.8410034179688,611.9520263671875,608.4099731445312,610.6840209960938,610.6840209960938,47877700
2016-09-15,,,,,,,,,,,,,11.943099975585938,12.13539981842041,11.922699928283691,11.937000274658203,11.937000274658203,7309090,0.0002280000044265762,0.00023600000713486224,0.0002229999954579398,0.00023299999884329736,0.00023299999884329736,305283,610.5880126953125,611.0859985351562,607.155029296875,607.155029296875,607.155029296875,59464600
2016-09-16,,,,,,,,,,,,,11.959600448608398,12.748600006103516,11.902899742126465,12.555800437927246,12.555800437927246,17421500,0.00023299999884329736,0.00025599999935366213,0.0002300000051036477,0.0002500000118743628,0.0002500000118743628,775759,607.2459716796875,609.260986328125,606.7349853515625,606.9730224609375,606.9730224609375,64963400
2016-09-17,,,,,,,,,,,,,12.558199882507324,12.762999534606934,12.442399978637695,12.698599815368652,12.698599815368652,7446610,0.0002479999966453761,0.00025099999038502574,0.00023600000713486224,0.00023600000713486224,0.00023600000713486224,375370,607.218017578125,607.8599853515625,605.1920166015625,605.9840087890625,605.9840087890625,37140300
2016-09-18,,,,,,,,,,,,,12.686400413513184,12.987299919128418,12.155500411987305,12.43120002746582,12.43120002746582,22433300,0.00023600000713486224,0.00023999999393709004,0.00023200000578071922,0.00023999999393709004,0.00023999999393709004,159346,606.2830200195312,610.1580200195312,605.8560180664062,609.8740234375,609.8740234375,48679400
2016-09-19,,,,,,,,,,,,,12.435999870300293,13.189000129699707,12.417499542236328,13.189000129699707,13.189000129699707,13838800,0.00023700000019744039,0.00023999999393709004,0.0002300000051036477,0.00023600000713486224,0.00023600000713486224,178186,609.8709716796875,610.9320068359375,608.27001953125,609.2269897460938,609.2269897460938,54796400
2016-09-20,,,,,,,,,,,,,13.213899612426758,14.430299758911133,13.119799613952637,14.430299758911133,14.430299758911133,31929100,0.00023200000578071922,0.00023600000713486224,0.00022899999748915434,0.00023200000578071922,0.00023200000578071922,131253,609.2540283203125,609.5250244140625,607.93798828125,608.31201171875,608.31201171875,72710896
2016-09-21,,,,,,,,,,,,,14.434100151062012,14.434100151062012,13.17020034790039,13.768500328063965,13.768500328063965,28645000,0.00023400000645779073,0.00023400000645779073,0.00022400000307243317,0.00023099999816622585,0.00023099999816622585,314763,603.5880126953125,603.5880126953125,595.8829956054688,597.1489868164062,597.1489868164062,82776200
2016-09-22,,,,,,,,,,,,,13.664999961853027,13.664999961853027,12.478599548339844,13.247599601745605,13.247599601745605,27382800,0.00023099999816622585,0.00023299999884329736,0.00022400000307243317,0.0002280000044265762,0.0002280000044265762,109829,597.2789916992188,598.4869995117188,596.2130126953125,596.2979736328125,596.2979736328125,67085300
2016-09-23,,,,,,,,,,,,,13.208000183105469,13.446900367736816,13.10159969329834,13.331299781799316,13.331299781799316,9166430,0.0002280000044265762,0.00025099999038502574,0.00022400000307243317,0.00022400000307243317,0.00022400000307243317,230223,596.198974609375,603.2050170898438,595.7860107421875,602.8419799804688,602.8419799804688,51067000
2016-09-24,,,,,,,,,,,,,13.32229995727539,13.343000411987305,12.681699752807617,12.877900123596191,12.877900123596191,9824880,0.0002280000044265762,0.00022899999748915434,0.0002229999954579398,0.00022600000374950469,0.00022600000374950469,95231,602.9609985351562,604.5800170898438,602.0449829101562,602.625,602.625,35359500
2016-09-25,,,,,,,,,,,,,12.852499961853027,13.107500076293945,12.797499656677246,13.100899696350098,13.100899696350098,5283440,0.00022600000374950469,0.0002280000044265762,0.00022400000307243317,0.00022499999613501132,0.00022499999613501132,93891,602.7490234375,603.3809814453125,599.7109985351562,600.8259887695312,600.8259887695312,33977800
2016-09-26,,,,,,,,,,,,,13.169599533081055,13.169599533081055,12.74020004272461,12.823100090026855,12.823100090026855,7213070,0.00022499999613501132,0.0002300000051036477,0.00022499999613501132,0.00022899999748915434,0.00022899999748915434,164711,600.8070068359375,608.1430053710938,600.3489990234375,608.0430297851562,608.0430297851562,59153800
2016-09-27,,,,,,,,,,,,,12.863900184631348,13.211400032043457,12.855899810791016,13.098299980163574,13.098299980163574,6831070,0.0002280000044265762,0.00023299999884329736,0.00022699999681208283,0.0002280000044265762,0.0002280000044265762,140515,608.02197265625,608.2479858398438,604.1099853515625,606.166015625,606.166015625,49422400
2016-09-28,,,,,,,,,,,,,13.107399940490723,13.483799934387207,13.081299781799316,13.274800300598145,13.274800300598145,10239000,0.0002300000051036477,0.00023299999884329736,0.00022600000374950469,0.00022899999748915434,0.00022899999748915434,154501,606.2429809570312,606.5900268554688,604.6069946289062,604.72802734375,604.72802734375,48722600
2016-09-29,,,,,,,,,,,,,13.276800155639648,13.336099624633789,13.073399543762207,13.073399543762207,13.073399543762207,5990630,0.00022899999748915434,0.00023200000578071922,0.00022600000374950469,0.00023099999816622585,0.00023099999816622585,175265,605.0189819335938,606.823974609375,604.8480224609375,605.6929931640625,605.6929931640625,55658600
2016-09-30,,,,,,,,,,,,,13.076000213623047,13.342700004577637,13.024499893188477,13.224800109863281,13.224800109863281,5950840,0.00022899999748915434,0.00023499999952036887,0.00022899999748915434,0.00023499999952036887,0.00023499999952036887,147126,605.7150268554688,609.7349853515625,604.1420288085938,609.7349853515625,609.7349853515625,56122400
2016-10-01,,,,,,,,,,,,,13.203200340270996,13.309100151062012,13.045599937438965,13.172699928283691,13.172699928283691,6331160,0.00023200000578071922,0.00023700000019744039,0.0002300000051036477,0.00023299999884329736,0.00023299999884329736,149333,609.9290161132812,615.2369995117188,609.9290161132812,613.9829711914062,613.9829711914062,56357000
